review,aspect
"Alem da avaliação acima positiva, vale ressaltar a qualidade e variedade do café da manha que inclui uma linha de produtos biodinamicos, tendo sido muito superior ao esperado p um hotel de cadeia. O cadeeaux com lanchinho e agua nos foi util, mas ofereceria uma garrafa por dia por quarto e nao um kit padrao de 2 garrafas.","['hotel', 'quarto']"
"É um hotel com uma excelente localização. Em frente encontra-se uma paragem de autocarro com vários destinos incluindo a Tour Eiffel e Musée du Louvre. Também tem duas estações de metro perto, Cadet M7 e Notre-Dame de Lorette M12. Os quartos são pequenos e não dispõem nem de ar condicionado e mini-frigorífico. Mas isso não se revelou a ser um incómodo. O pequeno-almoço é relativamente simples, mas tem o essencial. O Staff do Hotel é bastante simpático e pretável.","['localização', 'almoço']"
"Hotel confortável,bem localizado ,tem uma concierge brasileira ,o que facilita p pedir informações.Só achei o preço da internet caro.18 dolares por dia.Pela diária do hotel e a categoria ,peria ter internet a um preço mais razoável ou gratuita.Mas vai uma dica: no Starbucks café pode navegar a vontade sem pagar.  Room Tip: Apartamentos de fundo são sempre menos barulhentos.","['apartamento', 'hotel']"
"Tudo super bom, excelente atendimento, mas se vc é como eu, Brasileiro que compra no Amazon e manda entregar no hotel, cuidado: este hotel cobra taxas absurdas para receber os pacotes e em alguns casos tem que brigar bastante para não pagá-las - a boa coisa é que toda a vez que vc briga, vc fala para eles que podem ficar com o package e eles voltam atrás. Quartos excelentes e localização fora de série.","['quarto', 'atendimento', 'localização']"
"O hotel é pequeno e bem localizado. Tudo é muito bem feito e sempre com muita boa vontade. O cafe da manha é ótimo com frutas, pães, leite e etc. Depois sempre fica a disposição as bebidas o dia todo, algumas frutas e pães. A tarde o queijo e vinho é uma delicia. Fácil de entender como esta em primeiro lugar no trip. A localização é perfeita. Os funcionários sempre sorrindo e tentando te agradar. Voltaria sempre.","['funcionários', 'localização']"
"Senti falta de um serviço de lanche noturno... somente as geladeiras com pequenas opções de sanduiches deixam a desejar. Nos demais aspectos de instalação para descanso entre as atividades de lazer pela cidade são bem satisfatórias e atendem perfeitamente aquilo que o hospede espera (boa cama, bom quarto, bom chuveiro, excelente café da manhã e um bom loby.","['café da manhã', 'cama', 'chuveiro', 'quarto', 'serviço', 'cidade']"
Não sei nem se posso chamar aquilo de hotel.Instalações velhas e mal consevadas. Tudo cheira a mofo. Faltou água por duas vezes durante a estadia e demora muito a sair agua quente nas torneiras e chuveiro. Serviço de café da manhã horrível...,"['chuveiro', 'serviço', 'hotel', 'instalações', 'café da manhã', 'torneira']"
"Excelente localização, ao lado do metro Notre Dame de Lorette, a alguns quarteirões do Ópera, a 300 metros de um carrefour cidade e para quem gosta de restaurantes japoneses e vietnamistas, há vários ao redor.O Hotel é limpo, confortável e ótimo para casais.  Tem elevador, porém é minúsculo, cabendo no máximo, duas pessoas sem malas.  Room Tip: Prefira os quartos do primeiro andar, assim não precisarão usar o elevador.","['cidade', 'elevador', 'localização', 'quarto']"
"Proxima a Disney,quarto amplo com duas excelente camas,como fui com a minha filha de 01 ano,me arrumaram berço tb.....,café da manhã razoável e bom custo benefício....achei a mobília nova com tv plasma e excelentes canais de entretenimento...Hotel com piscina aquecida, enfim,por ser em cima da hora,acho que valeu a pena!!","['quarto', 'cama', 'tv', 'hotel', 'piscina', 'café da manhã']"
"O hotel é ótimo, fica na 44 a duas ruas da Times Square. Quarto limpo, banheiro idem. Tem metrô e Shake Shacks na esquina. Recepcionistas atenciosos, inclusive o César que é brasileiro. Pontos negativos: 1 - o frigobar que é no sistema automático e não permite que vc abasteça. 2 - o hotel cobra U$ 15,00 pelo serviço de entrega de pacotes no quarto.","['hotel', 'rua', 'frigobar']"
"O Hotel é realmente uma cópia de Veneza, bem localizado, limpo, bem decorado e com ótimo serviço. O café do Grand Luxor é uma delícia com preços justos. O cassino é bonito e não fica lotado. O shopping não tem todas os melhores lojas mas vale o passeio, por onde se pode passear tambem de gondola. O lobby é exuberante. Como todo hotel em Vegas, tudo é muito grande, é possivel se perder lá dentro. Voltaria.","['lojas', 'serviço', 'hotel', 'cassino', 'preço']"
"Fiquei com minha família durante 1 semana neste hotel. A localização é muito boa próximo a lojas e atrações como o Empire State, em uma rua movimentadíssima de restaurantes coreanos, o que, às vezes, atrapalha, mas é bom pois mesmo a noite nunca está deserta. O hotel é bom com acomodações limpas e organizadas. O café da manhã é apenas razoável, mas presta-se para um início de dia.","['família', 'localização', 'rua']"
"Pontos fracos: banheiro mínimo mal cabe você no chuveiro, além disso se movimentar no banho fecha a torneira. Muito ruim.   Problemas de manutenção no chuveiro com cabo quebrado não permitindo ficar o chuveiro, assim tinha que tomar banho agachado.  Elevador mínimo para 2 pessoas ou uma pessoa e uma mala. Muito ruim.  Fugiu do padrão IBIS que estava acostumado. Não volto a me hospedar neste hotel.","['hotel', 'chuveiro']"
"O hotel é muito luxuoso, o staff super atencioso e a localização não poderia ser melhor. Nosso quarto tinha uma vista maravilhosa para a Catedral de Saint Patrick. Há um único inconveniente: o frigobar possui sensores para cobrar automaticamente o consumo, então não se pode tocar em nada que não se consuma!!","['localização', 'hotel', 'quarto']"
"O hotel é bem velho daqueles com piso de carpete e para que tem renite como eu, é um grande problema. Sofri muito, pois me hospedei no inverno e não sabia se deixava a janela fechada e morria de renite ou aberta e morria de frio.   O quarto é bem pequeno e o banheiro sem chuveiro – com banheira e chuveirinho.  O café da manhã razoável e os funcionários por incrível que pareça são simpáticos.   E que salva é a localização, do ladinho da Notre-Dame e pertinho de uma estação de metro.","['localização', 'café da manhã', 'hotel', 'carpete', 'funcionários']"
"Quarto confortável, localização muito boa, metrô próximo, várias linhas, funcionários eficientes. Não espere simpatia, mas fomos bem atendidos nas nossas solicitações. Café incluso na diária (raro em NY) foi suficiente para começar o dia. Máquina de café e capuccino disponível 24h. Instalações limpas e bem cuidadas. Não tivemos contratempos.","['instalações', 'quarto', 'localização', 'funcionários']"
"FIz a reserva pagando com antecedencia, garantindo assim um preço muito bom. o Hotel segue o padrão da Rede quarto pequeno, banheiro minúsculo, mas aquecimento e águaquente funcionando. Café da manhã um pouco caro, mas por perto não econtrei nada interessante para substituir, Ao lado de uma estação de metrô, algumas opções de restaruantes por perto. Se voce pagar com antecedencia, vale apena o investimento","['preço', 'aquecimento', 'café da manhã']"
"Para além da minha classificação anterior que não é a melhor devo avisar para o seguinte:  A recepção do Hotel é boa todos os colaboradores que trabalham na recepção são muito simpáticos e atenciosos.  O meu quarto era sempre mal limpo e cheirava a fossa por isso eu foi obrigado a dormir sempre de janela aberta.  ATENÇÃO ás funcionarias do pequeno almoço, pois estão sempre de mau humor e inclusive são malcriadas.  NÃO ACONSELHO ESTE HOTEL A NINGUÉM.","['hotel', 'recepção']"
"Excelente localização,perto da Av.Champs-Elysees. ,metrô ao lado e a poucos passos da rue de faubourg saint honoré.O staff é muito amável,o quarto é agradável,embora não muito grande,bom para os padrões de Paris.Os quartos ao lado da rua tem barulho,peça interno.  O café da manhã é farto e vai até as 14h.Recomendo e voltarei.  Room Tip: Interno,os do lado da rua tem barulho.","['quarto', 'localização', 'rua', 'café da manhã']"
"Eu e minha esposa ficamos de 17/09 a 27/10 e adoramos o hotel com sua localização, limpeza e serviço de congierge, existe a necessidade de deixar a bagagem com o maleiteiro do hotel (2 dolares por mala), mas conseguimos adiantar o check-in para as 13 horas sem traumas, de resto a cama era muito confortável voltarei a me hospedar qdo voltar para NY.","['limpeza', 'serviço', 'cama', 'localização', 'hotel']"
"Hotel excelente, quarto limpíssimo, muito confortável e bem decorado. Possui vários restaurantes com vista muito agradável para o lago com gôndolas. Lojas bonitas. O hotel retrata muito bem Veneza. Sente-se o tempo inteiro o clima italiano, sendo possivel, inclusive, fazer um passeio de gôndola pelo hotel com gondoleiros importados diretamente da verdadeira Veneza.  Room Tip: Ficar hospedado em frente para o Hotel Treasure Islands.","['quarto', 'lojas', 'hotel']"
"Um bom hotel, super bem situado (uns 200 mt da Times Square), limpo, mas com quartos beeeem pequenos. Não é recomendado para claustrofóbicos. Só não inclua o café da manhã, é ridículo, pertinho tem uma lanchonete que dá para tomar um café decente.  Room Tip: peça sem café da manhã, não vale pagar por isso","['hotel', 'quarto', 'café da manhã']"
"Hotel aconchegante, básico, sem complicação e com ótima localização. São muito atenciosos. Todas as manhãs deixam pendurado na porta o jornal New York Times e no fim da tarde deixam no quarto cookies com gotas de chocalates.  Room Tip: O apartamento do tipo petit é realmente bem pequeno mas existem outros mais espaços a um custo maior...","['hotel', 'localização', 'quarto']"
"É um hotel simples, mas que respeita a qualidade mínima necessária para uma estadia. O custo benefício é foi muito bom. Meu comentário é somente que o suporte da ducha estava quebrado, e eles disseram que já tinham encomendado todo o suporte, mas que ainda não tinha chegado (e trocar todo o suporte do chuveiro faz sentido). No mais, ele é bem limpo e arrumado. O metrô La Furche está a quatro quarteirões, relativamente próximo. Recoomendo para uma estadia 3 estrelas.","['ducha', 'hotel']"
"Hotel com excelente localização, quartos confortáveis com ar condicionado e TV a cabo, próximo a shoppings, centros comerciais e lojas de departamento. Bom atendimento. Café da manha pouco variado. Restaurante a la carte com pratos deliciosos.","['atendimento', 'quarto', 'lojas', 'localização', 'shopping', 'tv', 'hotel']"
"Os funcionarios do hotel sao muito simpaticos,a localização otima, tenho a lamentar apenas que nenhum quarto possui minibar conforme é informado por este site e também há quartos estremamente pequenos no qual ficamos no primeiro dia, sendo trocado no segundo dia por um outro melhor. Ressalto o otimo atendimento pelos funcionarios.","['localização', 'atendimento', 'hotel', 'quarto']"
"Localização incrível. Estação do metrô na frente do hotel (mesmo), Monoprix, Mc Donalds, farmácia, cafés e restaurante muito perto. Andando 2 minutos você está na Rua do Comércio com muitas lojas como H&M, Zara, MAC e G.A.P. O quarto que fiquei estava super novinho.Chuveiro delicioso, tudo muito limpo e conservado. Os funcionários do Hotel muito prestativos e educados (vale lembrar aos brasileiros que os franceses não são tão simpáticos como nós). Passei quatro dias muito bem hospedada.","['localização', 'funcionários', 'chuveiro', 'lojas', 'farmácia', 'quarto', 'hotel']"
"Uma das melhores localizações para quem vai conhecer NY, ao lado da Grand Central Terminal. O hotel tem uma saída direta para dentro da estação. O hotel é espetacular (a começar pelo foyer), com custo compatível. Os quartos são super confortáveis. O serviço é de primeiríssima. Há taxa para guardar as malas (US$2,00) após o checkout e taxa por volume recebido (US$10,00) via correio. Pra quem vai comprar algumas coisinhas pela internet, vale à pena atentar para este último fato.","['serviço', 'hotel']"
"O hotel fica no centro da Strip, sendo muito bem localizado. Os quartos são grandes e tem grandes janelas (toda a lateral). O check in pode ser feito em uma máquina no saguão do hotel, sem necessidade de entrar em filas. No centro do hotel há um pequeno zoológico com aves e peixes. Muitas opções de alimentação dentro do próprio hotel. Há estacionamento amplo e coberto.  Room Tip: As vistas mais bonitas são nos andares mais altos do hotel.",['estacionamento']
"Hotel de estrutara considerável, com excelente localização para compras e restaurantes mais turísticos. Quanto à aparência das ruas e dos transeuntes, é a mesma de toda a região de Times Square: Lotada, não muito limpa e cheia de personagens peculiares. Caso queira acordar e fazer um tranquilo passeio e ruas arborizadas, vá para o Upper East Side.","['rua', 'hotel', 'localização']"
"O hotel é excelente. Bem localizado (nos fundos de Port Authority ). O quarto é muito bem limpo e, apesar de pequeno, é bem equipado com fogão, geladeira, talheres, pratos etc. O tratamento com os hospedes também é exemplar. O café da manhã é muito bom se considerarmos o padrão norte americano. No geral, o Staybridge NY é uma ótima pedida para quem quer ficar em um hotel barato em NY.","['padrão', 'café da manhã', 'hotel', 'quarto']"
"Hotel com localização excelente, entre as praças Vendome e Concorde, ao lado do Hotel Ritz. Vista bacana da janela, a praça Vendome iluminada a noite, clima muito romântico. Os quartos e as escadas do hotel estavam sempre cheirosos, tudo muito limpo e arrumado, staff educado e gentil, absolutamente nada a reclamar. Fico lá de novo tranquilamente.  Room Tip: pegue os quartos de frente para a rua, tem a vista bacana e não são barulhentos.","['rua', 'praça', 'hotel', 'escada', 'localização']"
"Esta foi a terceira vez que nos hospedamos neste hotel, novamente fomos extremamente bem recebidos pela equipe do hotel, especialmente a gerente Patricia e o Sr Jorge Sousa, sempre solícitos com nossas necessidades, que nao são poucas quando se viaja com uma criança de 3 anos e outra de 1, os quartos são pequenos, porém limpos e aconchegantes, o Cafe da manha e simples, mas de extrema qualidade e a localização perfeita, para nos, a melhor de paris, voltaremos com certeza.","['gerente', 'localização', 'hotel']"
"O check in e a estadia foram boas, assim como a localização do hotel, mas no check out tive problemas com o atendente que se negou a aceitar o voucher A-club da rede Accor e dificultou a comunicação, sendo necessário a intervenção de outro funcionário para solucionar a questão, isto nos causou um desgaste desnecessário.","['hotel', 'localização']"
"Tradicional mas um pouco ultrapassado hotel em boa localização no centro financeiro da cidade de Porto Algre Ótimo atendimento, mas quartos necessitando modernização. A falta de espaço do banheiro é um problema que segue incomodando a todos. Mesmo assim, recomendo o hotel.","['cidade', 'atendimento', 'quarto', 'hotel', 'localização']"
"super bem situado,estaçao de metro de pigalle quase à porta. carrefour e dia muito proximo. mc donalds e starbuks mesmo ao lado.pequeno almoço bem recheado.resumindo gostamos muito,localização fantastica.os quartos sao pequeninos mas limpinhos e bastante quentes.relação qualidade preço também muito boa.valeu bem a pena :)","['preço', 'localização']"
"Voo cancelado e tive que ficar neste hotel. Não gostei nem um pouco. Cheguei no quarto e ele estava com cheiro de cigarro. O ar condicionado muito velho, não deve ser limpo há anos. As roupas de cama não estavam limpas. O hotel tem um transfer que leva para o aeroporto, mas não conseguimos pegar pois muitas pessoas esperavam por ele. Realmente não recomendo!","['quarto', 'aeroporto', 'hotel']"
"Precisa melhorar muito o treinamento da equipe que não soluciona problemas mas apenas procurar desculpas e explicações. Não vale a pena o desgaste para quem quer um hotel inteligente que saiba tratar seus clientes.  Todas as áreas são muito pequenas, inclusive os quartos e banheiros.  As solicitações para transporte em NY sempre levam as indicações mais caras e/ou demoradas.  Totalmente não recomendável.",['quarto']
"no todo não foi tao ruim.  o que realmente nao gostei foi do atendimento pela falta de cortesia dos atendentes da recepção de modo geral.  não tinham interesse em responder as perguntas e dar informações a certa da cidade.  o quarto é razoavel, no modelo ibis...  o banheiro é pequeno mas funcional (cuidado para obesos..., não é o ideal)  sobre a localização, é muito perto do metro, poucos metros...  mas redondeza é ruim e nao tem nada de especial e é barulhenta a noite.","['recepção', 'quarto', 'atendimento']"
"Ficamos no hotel em 2007, por indicação de uma revista. Ele era muito charmoso, realmente, e o quarto era liiiindo. Mas a localização deixa a desejar. O serviço foi ok, nada especial, mas tbm não foi ruim. Não retornei nele, apesar de ter voltado algumas vezes em Paris, e creio q isso fala por si só.","['localização', 'quarto']"
"Excelente hotel, bom atendimento, quarto super espaçoso, limpo e organizado. Disponibiliza roupões, banheira, tábua de passar roupa e ferro elétrico, diversas tomadas, mini escritório... Contudo a vista para o Central Park rouba a cena. Tente se hospedar em andares superiores ao 20 para ter uma vista melhor ainda.","['hotel', 'atendimento', 'quarto']"
"Adorei o hotel bellagio, sua localização e perfeita as acomodações perfeitas, o ambiente e muito gostoso, alem de lindo e perfumado rsrs.  Quando voltar a Las Vegas quero me hoepedar novamente no Bellagio, tenho agência de viagens e estou indicando a todos os meu clientes, pois uma otima hospedagem faz parte da viagem, para ficar completa.  Room Tip: fiquei na torre central, não tive problemas com barulho.","['hotel', 'localização']"
"sugiro que seja retirado da linha accor este hotel, pois é péssimo. Não segue os critérios da accor hoteis. Desde a recepção do hotel onde nem preenche vouche. Quarto pequeno, sem conforto algum, Diz que tem cozinha e guarda roupa que é do tamanho da porta, menos de 1 metro quadrado. Péssimo colchão, péssimos lençois e toalhas, não foi realizado nenhuma limpeza no quarto durante os 5 dias que nos hospedamos.","['recepção', 'quarto', 'colchão', 'conforto', 'limpeza', 'hotel', 'toalha']"
"Eu e minha família nos sentimos moradores de Paris neste simpático hotel na cidade. Muito bem localizado, entre Champ Elysee e George V, ao lado de estação do metro. Quarto novo, reformado, com forno e microondas bem como sofisticados utensílios para ter uma refeição no quarto como nativos. O atendimento é personalizado e apesar de não ter uma recepção tradicional, fomos muito bem acessorados pela gerência. Recomendo!","['gerência', 'atendimento', 'hotel']"
"Apesar de simples o hotel é limpo, perto do aeroporto, perto das indústrias, bom café da manhã, boa janta, ar condicionado e Wi-Fi incluso na diária. Ideal para quem procura um lugar simples, com bons acessos e perto de canoas.","['aeroporto', 'café da manhã', 'hotel']"
"Já fiquei em outros hotéis no Soho como o Grand Soho e o The James, mas o Mondrian sem dúvida alguma é o mais bem localizado, perto das melhores lojas e ótimos restaurantes.  Os quartos não são grandes mas bonitos e cheios de mimos. O restaurante do hotel é lindo!  O hotel não tem muita área de lazer e faz falta uma piscina no verão. O café da manhã é sem graça, vale mais a pena tomar fora do hotel, ja que existem muitas opções.  Uma delícia de hotel com uma equipe muito simpática e prestativa.","['café da manhã', 'lojas']"
"Hotel muito bom, limpo, calmo, quarto sempre arrumado, agua quente, secador, enfim tudo que um quarto de hotel poderia ter... Vi alguns cometarios que o quarto nao tinha net gratis, mas tem sim.  O hotel é perto do metro e perto de alguns lugares que queria conhecer, entao fui andando... Na rua do hotel tem mercados, mc donalds, bares, restaurantes, farmacia, lojas etc...   Uma proxima vez ficarei la com certeza !","['rua', 'hotel']"
"Super aconchegante! um ótimo café da manhã, 10 minutos andando até a Torre Eifel passando pelo rio Sena de onde se pode observar a Estatua da Liberdade original, a Rádio France International, os lentos Bateau Mouche.  Bem próximo tem um mini-mercado com produtos de muitos lugares do mundo a preços razoáveis, uma adega, um bicicletário onde se pode alugar bicicletas e passear por Paris sem se preocupar com estacionamentos.",['café da manhã']
"O hotel fica localizado a menos de 100 metros da estação Pigale do Metrô, o que foi o motivo de nossa escolha por ele. Durante o período em que ficamos hospedados (de domingo a quinta) não tivemos problemas com ruído da rua, apesar da existência de alguns bares noturnos na quadra do hotel.  Os quartos são pequenos, mas a limpeza e o conforto são adequados. O café da manhã é excelente e a equipe do hotel é atenciosa e sempre disponível.","['limpeza', 'café da manhã', 'hotel']"
"Olha, não é dos melhores hotéis de minha viagem pela Europa, mas também não foi péssimo.  O quarto não era dos maiores, mas era razoavelmente bem equipado, assim como o banheiro. O staff da recepção não era muito atencioso, mas nos deu as dicas de segurança necessárias.  O hotel fica a uns 200 metros da Champs Elysees, onde passa o metro. Fica a cerca de 300 metros do Arco do Triunfo.  A cidade é show de bola, não é um destino que ir uma vez apenas satisfaz... Eu voltaria todos os anos.","['cidade', 'hotel']"
Reformas para melhor acolhimento aos hóspedes são sempre bem vindas. Acho que precisam trocar o piso dos quartos. O atendimento foi bom. Café da manhã bom tbm.Localização boa para quem tem compromisso no centro.,"['quarto', 'localização', 'café da manhã', 'atendimento']"
"Pelo que se depreende quanto ao Ar Condicionado êle não existe, informam haver climatização que na verdade não refrigera e portanto por se tratar de dias quentes era necessário dormir com as janelas abertas num lugar com grande poluição ou pó preto.  A única coisa boa era o piso dos quartos que era de carpete de madeira.",['carpete']
"Me hospedei com meu marido por cinco noites e tudo foi perfeito.  Ótima localização, ao lado da times square, dos pricipais teatros, lojas e restaurantes, íamos andando para todos os lugares.   A limpeza perfeita e o atendimento da recepção excelente, sempre atenciosos e prestativos.     Super indico esse hotel.  Quando voltar a NY vou me hospedar novamente.","['recepção', 'lojas', 'localização', 'teatro', 'atendimento', 'limpeza', 'hotel']"
"Quartos simples e bem pequenos com banheiro meia boca, ar condicionado algumas vezes barulhento, café da manha bem basico, e a internet, pasmem, 12 reais por 24h.É um hotel que engana qualquer walk in pela recepção bonita.O room service é o erro, a comida é simplesmente horrivel.","['internet', 'quarto', 'recepção', 'hotel']"
"Estive lá em Abril/2011 e gostei do Hotel. Pertíssimo da estação de metrô (uns 70 metros), e em um local movimentado. Os quartos são pequenos porém limpos. Chuveiro em cima da banheira, porém bom. Tem internet wifi, item orbigatório em minhas viagens. O único porém era o elevador, que só cabia no MÁXIMO 2 pessoas, extremamente pequeno! Dávamos risada cada vez que usávamos, rsrs. Os funcionários são muito educados e muito hospitaleiros. Recomendo a quem gosta de praticidade e ótima localização!","['quarto', 'chuveiro', 'funcionários', 'hotel', 'localização']"
"na segunda noite de estadia quando os hospedes do quarto acima tomavam banho começou a pingar no nosso quarto.pelas manchas das paredes não foi a primeira vez que vazou água do andar superior,quando me queixei na portaria a resposta que tive foi que nada poderia ser feito naquele momento e eu tinha liberdade de procurar outro hotel.detalhe:eram 10 horas da noite. no dia seguinte trocamos de quarto. a cama é horrível completamente irregular. achei um caos.",['cama']
"O hotel está muito bem localizado. Se você é do tipo que gosta de andar, vai se virar muito bem a pé indo até o Central Park, Times Square, Rockfeller Center e etc. Sem contar que fica entre a 5ª Avenida e a Madison. O hotel é super confortável e oferece serviço de consierge que te dão o caminho para onde vc queira ir. Enfim, foi uma ótima estadia.","['serviço', 'hotel']"
Achei tudo muito bacana.  O único comentário é que estava resfriado e não podia com ar condicionado. O Hotel se negou a retirar o parafuso da janela que permitiria abrir uma fresta da janela e respirar um pouco de ar fresco.  Por este detalhe não fico mais lá pois pra mim o ar puro é fundamental. O Hotel deveria rever sua política neste quesito.,['hotel']
"Esse é um hotel onde vc pode usar todos os benefícios. A segurança não apenas no hotel, mas nas imediações, por conta do prédio das Nações Unidas, é perfeita; o hotel oferece todo o conforto de um grande estabelecimento; o atendimento é primoroso; e fica numa área onde é fácil conseguir bares e restaurantes.  Room Tip: Como o hotel começa no 28º andar, todos os quartos apresentam sempre uma bela visão de NY.","['hotel', 'atendimento', 'estabelecimento']"
"O Hotel Juliz é extremamente simples, fica numa casa bem antiga, o que lhe dá um aspecto de pensão, em que os aposentos da casa foram transformados em pequenos quartos para pernoite. Alguns quartos tem banheiro individual, nos demais o banheiro é coletivo. Entretanto o custo é bem mais baixo do que hotéis tradicionais.","['quarto', 'hotel']"
Óptima localização.Local seguro.Serviço atencioso. Perto tem várias opções de restaurantes e cafés. Tem internet grátis. Muito fácil deslocar-se para qualquer ponto de Paris. Vale a pena conhecer os arredores e apreciar a arquitectura parisiense ! Gostamos !!!!  Room Tip: Foi a 2ª vez que ficamos neste Hotel. Sem ser um luxo é excelente. Boa localização. Óptimos cafés e...,"['localização', 'hotel', 'luxo', 'internet', 'serviço']"
"Hotel bem localizado, próximo a Times Square. Quarto grande e limpo, com roupas de cama razoáveis e toalhas de banho muito pequenas. Sentimos falta de um frigobar. No banheiro também não tinha box, e sim um plástico por fora da banheira que contribuía para molhar todo o banheiro. O Café da manhã salvou o hotel no meu ponto de vista, pois era muito bom, considerando o padrão americano. Equipe do hotel não poderia ser mais antipática.","['café da manhã', 'toalha', 'hotel']"
"Excelente opção, pela localização, preço e pelo raro fato, em NY, de ser um hotel muito novo.    Tivemos problemas na confirmação de nossa reserva, contornada após 20 minutos de debate com os gerentes. Por ter sido feita no mesmo dia, por telefone, não entendo como uma falta grave.    Nosso maior problema foi má cobrança indevida de má diária que nos custou 3 meses de espera para o reembolso.    De toda forma, mantenho como minha primeira opção para o retorno a NY.","['gerente', 'hotel', 'localização']"
"Fomos muito bem atendido na chegada disponibilizaram pessoa fluente em portugues(brasil) e fizeram as adequações necessarias, o quarto estava muito bem decorado e limpo dentro do esperado. a localização e perfeita proximo a tudo em new york,o cafe da manha tem um seu charme especial pela local onde é servido.","['localização', 'quarto']"
Precisava de um hotel com quarto para acomodar um casal e duas crianças. A suite do San Carlos foi perfeita. Grande para os padrões de NY e a facilidade de poder fazer o café da manhã das crianças e ainda esquentar um leite antes de dormir foi muito bem vinda (tinha copinha com microondas). O pessoal da recepção é bastante solícito e guardou minhas compras da internet que chegaram antes do nosso check in. O hotel está todo com aspecto de reformado.,"['hotel', 'recepção']"
"Normalmente os cofres ficam dentro do armário. Neste hotel, ele fica em baixo da pia da cozinha, numa das portas. Deixei o cofre aberto por engano, com 5 mil dolares em cash expostos. Ao voltar, tive a grata supresa de encontra-los intactos.  Room Tip: Para quem vai com os filhos, melhor ficar na suite king conference",['hotel']
"Vegas tem vários hotéis bons mas o wynn é um caso aparte . Com decoração extravagante, meio asiática , vermelho, ouro, luxo, tudo se encaixa e faz sentido. O fato de não ficar no meio da strip ajuda a afugentar a multidão que3 invade outros hotéis como o belagio. É um destino em si. O lereve é irreal, inexplicável.  Room Tip: Quanto mais alto melhor e com a vista para cidade.",['cidade']
"O hotel possui uma otima localizaçao e é muito limpo. Porem o elevador sempre pifava. Teve um dia que nao tinha agua quente pra tomar banho e era inverno. O quarto é bem pequeno, como a maioria dos hoteis em Paris. O pessoal da recepçao nao é muito gentil nao. O que compensou tudo isso foi a vista pra torre, sem palavras! Muito lindo! Tem estaçao de metro, otimos restaurantes, mercado, farmacia bem pertinho. Custo beneficio vale a pena.","['hotel', 'elevador']"
"Compartilho com vocês a experiência que tive, estava em POA bem no dia que estava acontecendo um evento e vários hotéis lotados, com isso achei que o valor para a estrutura do hotel achei caro, pois o box do banheiro muito pequeno e quarto também.","['hotel', 'quarto']"
"A localização do Helmsley Park Lane é excelente, de frente para o Central Park. Fomos recepcionados com cocktail de boas vindas. O que me surpreeendeu foi o pessoal do concierge que sempre conseguia reservar jantares em locais que já haviam esgotado as reservas. Os quartos são espaçosos apesar de não gostar muito da decoração mas tudo muito limpo e organizado e sempre que saíamos quando voltavamos tudo já estava arrumado.","['jantar', 'quarto']"
"Hotel excelente.   Ótimo atendimento de todos os funcionários e do Gerente Geral. São muito gentis, atenciosos. Hotel muito confortável e agradável. Excelente localização. Quarto muito confortável, limpo e bem decorado e bem mobiliado.   Chagamos cedo, antes do horário do check-in e fomos imediatamente para o quarto reservado. Fomos recebidos pelo Gerente Geral, muito atencioso e educado, sempre perguntando se estávamos bem.","['funcionários', 'hotel', 'localização', 'atendimento', 'gerente']"
"Estive la por quatro diase indico a todos. O hotel esta bem localizado em uma area muito tranquila e proxima dos pontos turisticos, com bons restaurantes e cafes proximos. Perto da estacao de metro. Recebemos um otimo atendimento de todos os funcionarios e dos donos que administram o hotel. Penso em ficar no mesmo hotel todas as vezes que for em Paris. E um excelente custo-beneficio.",['atendimento']
"Hotel simples e bem localizado. No primeiro dia, chegamos muito cedo do Porto ao hotel e tentamos dormir, contudo, havia uma obra que atrapalhava nosso sono. Solicitamos mudança de quarto e fomos prontamente atendidos pelo pessoal da recepção. O hotel fica muito próximo a duas estações da linha 6 do metro de Paris, sendo uma com três linhas, o que facilita muito a locomoção pela cidade. A internet sem fio do hotel deixou a desejar, pois o sinal caía com frequencia.","['recepção', 'hotel']"
"A limpeza é péssima , nunca vi algo assim , comiamos frutas e a camareira não se dava ao trabalho de tirar o lixo que ficava no quarto , o espaço do quarto é terrivel , eu e meu marido jamais poderiamos circular juntos pelo quarto pois o espaço é tão pequeno que duas pessoa no mesmo ambiente definitivamnete não circulam. Mudamos para um quarto com sala , mas o espaço do quarto continuou o mesmo , minimo, e a limpeza ainda pior, definitivamamente não indicamos......",['limpeza']
"Me colocaram num quarto standard ao invés do executivo, o qual paguei por ele. A justificativa é que como atrasado devido ao meu voo, colocaram outra pessoa... isso existe?! Desrespeito total ao consumidor. Sem duvida alguma, um dos piores hotéis que já me hospedei. Cafe da manha com poucas opções e frio. Elevador velho, banheiro do quarto horrível, quarto com infiltrações e insetos. Nao vale metade do preço. Nao se hospedem neste local sem estrutura!","['quarto', 'preço', 'elevador']"
"ótima localização, bem no meio da Strip. ótimo custo benefício. piscina animada. Os banheiros poderiam ser mais novos, mas atendem as expectativas.Fiquei na parte mais antiga. só não gostei de uma coisa, na sexta-feira, meu último dia de estadia, eles fecharam a piscina as 16:00 para um evento particular ... não achei legal fechar a piscina tão cedo logo numa sexta-feira, mas no mais, foi tudo ótimo.","['piscina', 'localização']"
